tweet_id,airline,airline_sentiment,word,sentiment
8999,US Airways,neutral,suicide,negative
8999,US Airways,neutral,leading,positive
8999,US Airways,neutral,death,negative
9001,US Airways,negative,sadly,negative
9003,US Airways,negative,stuck,negative
9007,US Airways,negative,miss,negative
9008,US Airways,negative,pleasant,positive
9008,US Airways,negative,perfect,positive
9010,US Airways,negative,bother,negative
9010,US Airways,negative,delays,negative
9010,US Airways,negative,upgraded,positive
9012,US Airways,neutral,bad,negative
9013,US Airways,negative,error,negative
9017,US Airways,negative,nice,positive
9017,US Airways,negative,delay,negative
9017,US Airways,negative,leaking,negative
9018,US Airways,negative,love,positive
9018,US Airways,negative,loyalty,positive
9019,US Airways,negative,nice,positive
9022,US Airways,negative,upset,negative
9022,US Airways,negative,frustrated,negative
9023,US Airways,negative,super,positive
9025,US Airways,positive,challenging,negative
9025,US Airways,positive,delay,negative
9027,US Airways,neutral,horrible,negative
9027,US Airways,neutral,fault,negative
9028,US Airways,negative,excited,positive
9028,US Airways,negative,sad,negative
9029,US Airways,negative,love,positive
9030,US Airways,negative,helpful,positive
9030,US Airways,negative,fail,negative
9032,US Airways,neutral,wasted,negative
9032,US Airways,neutral,awards,positive
9038,US Airways,negative,hard,negative
9038,US Airways,negative,horrible,negative
9040,US Airways,negative,emergency,negative
9042,US Airways,negative,sadly,negative
9042,US Airways,negative,strike,negative
9044,US Airways,negative,lost,negative
9049,US Airways,neutral,qualify,positive
9049,US Airways,neutral,free,positive
9050,US Airways,negative,hung,negative
9052,US Airways,negative,hung,negative
9053,US Airways,neutral,oversize,negative
9053,US Airways,neutral,overweight,negative
9054,US Airways,neutral,wrong,negative
9055,US Airways,negative,award,positive
9059,US Airways,negative,whining,negative
9061,US Airways,neutral,unable,negative
9068,US Airways,neutral,bad,negative
9069,US Airways,negative,worst,negative
9070,US Airways,negative,amazing,positive
9071,US Airways,negative,lost,negative
9072,US Airways,negative,delayed,negative
9072,US Airways,negative,lengthy,negative
9072,US Airways,negative,delay,negative
9073,US Airways,positive,glad,positive
9073,US Airways,positive,ignore,negative
9073,US Airways,positive,fucking,negative
9073,US Airways,positive,amazing,positive
9074,US Airways,negative,frustrating,negative
9074,US Airways,negative,mystery,negative
9074,US Airways,negative,shame,negative
9076,US Airways,positive,worries,negative
9076,US Airways,positive,correctly,positive
9078,US Airways,negative,suck,negative
9078,US Airways,negative,hopeful,positive
9080,US Airways,negative,hung,negative
9083,US Airways,negative,wreck,negative
9083,US Airways,negative,losing,negative
9085,US Airways,negative,delayed,negative
9086,US Airways,negative,awe,positive
9087,US Airways,negative,reasonable,positive
9089,US Airways,negative,fiasco,negative
9090,US Airways,negative,impaired,negative
9090,US Airways,negative,bad,negative
9093,US Airways,negative,delayed,negative
9093,US Airways,negative,screwed,negative
9093,US Airways,negative,frustrating,negative
9094,US Airways,negative,fortunately,positive
9095,US Airways,negative,consistently,positive
9095,US Airways,negative,poor,negative
9096,US Airways,negative,worst,negative
9099,US Airways,negative,delayed,negative
9099,US Airways,negative,conveniently,positive
9099,US Airways,negative,worst,negative
9101,US Airways,negative,free,positive
9101,US Airways,negative,mess,negative
9102,US Airways,negative,stuck,negative
9104,US Airways,neutral,cheaper,positive
9105,US Airways,negative,hang,negative
9110,US Airways,negative,unacceptable,negative
9111,US Airways,neutral,delay,negative
9112,US Airways,negative,issue,negative
9113,US Airways,negative,lost,negative
9114,US Airways,negative,lead,positive
9114,US Airways,negative,horrible,negative
9114,US Airways,negative,helping,positive
9115,US Airways,negative,delayed,negative
9115,US Airways,negative,worst,negative
9116,US Airways,positive,amazing,positive
9117,US Airways,negative,delays,negative
9118,US Airways,negative,delayed,negative
9118,US Airways,negative,impossible,negative
9120,US Airways,negative,pretty,positive
9121,US Airways,negative,horrible,negative
9121,US Airways,negative,flaw,negative
9121,US Airways,negative,wasted,negative
9121,US Airways,negative,crazy,negative
9123,US Airways,negative,wasted,negative
9123,US Airways,negative,insanity,negative
9124,US Airways,negative,wrong,negative
9125,US Airways,negative,broken,negative
9127,US Airways,negative,rude,negative
9127,US Airways,negative,cute,positive
9128,US Airways,negative,unacceptable,negative
9129,US Airways,negative,disrespect,negative
9135,US Airways,negative,disappointed,negative
9137,US Airways,negative,incompetent,negative
9138,US Airways,negative,pathetic,negative
9140,US Airways,negative,ruining,negative
9141,US Airways,negative,fun,positive
9141,US Airways,negative,stuck,negative
9141,US Airways,negative,bad,negative
9142,US Airways,negative,flexibility,positive
9142,US Airways,negative,nice,positive
9142,US Airways,negative,love,positive
9142,US Airways,negative,flexible,positive
9143,US Airways,positive,excited,positive
9144,US Airways,negative,loyal,positive
9146,US Airways,positive,friendly,positive
9146,US Airways,positive,efficient,positive
9146,US Airways,positive,awesome,positive
9149,US Airways,negative,excuses,negative
9150,US Airways,positive,empathy,positive
9151,US Airways,negative,utterly,negative
9151,US Airways,negative,unreliable,negative
9151,US Airways,negative,delayed,negative
9152,US Airways,negative,valuable,positive
9152,US Airways,negative,lost,negative
9153,US Airways,negative,lied,negative
9153,US Airways,negative,bad,negative
9153,US Airways,negative,stuck,negative
9155,US Airways,negative,disappointment,negative
9156,US Airways,negative,lost,negative
9158,US Airways,negative,failed,negative
9160,US Airways,positive,fine,positive
9160,US Airways,positive,love,positive
9163,US Airways,negative,fair,positive
9163,US Airways,negative,nasty,negative
9163,US Airways,negative,illness,negative
9163,US Airways,negative,death,negative
9164,US Airways,negative,lost,negative
9164,US Airways,negative,unable,negative
9165,US Airways,negative,badly,negative
9166,US Airways,negative,glad,positive
9170,US Airways,neutral,complaint,negative
9172,US Airways,negative,denied,negative
9176,US Airways,negative,forfeit,negative
9178,US Airways,negative,screwed,negative
9182,US Airways,negative,louder,negative
9183,US Airways,negative,delayed,negative
9186,US Airways,negative,issues,negative
9186,US Airways,negative,inadequate,negative
9187,US Airways,negative,yay,positive
9189,US Airways,negative,bad,negative
9190,US Airways,positive,grace,positive
9191,US Airways,negative,shortcomings,negative
9192,US Airways,negative,worst,negative
9193,US Airways,negative,hung,negative
9193,US Airways,negative,disappointed,negative
9195,US Airways,negative,terrible,negative
9196,US Airways,negative,disgusted,negative
9196,US Airways,negative,poor,negative
9197,US Airways,negative,weary,negative
9197,US Airways,negative,stuck,negative
9197,US Airways,negative,issues,negative
9199,US Airways,negative,frustrations,negative
9199,US Airways,negative,lost,negative
9200,US Airways,negative,disappointed,negative
9200,US Airways,negative,bad,negative
9200,US Airways,negative,bad,negative
9201,US Airways,negative,fun,positive
9203,US Airways,neutral,refund,positive
9203,US Airways,neutral,refund,positive
9204,US Airways,negative,fault,negative
9204,US Airways,negative,fault,negative
9205,US Airways,negative,desert,negative
9207,US Airways,negative,helped,positive
9208,US Airways,negative,worst,negative
9208,US Airways,negative,respect,positive
9209,US Airways,negative,worst,negative
9210,US Airways,negative,issue,negative
9210,US Airways,negative,helped,positive
9210,US Airways,negative,error,negative
9211,US Airways,negative,refund,positive
9212,US Airways,negative,hate,negative
9213,US Airways,negative,refund,positive
9213,US Airways,negative,refund,positive
9216,US Airways,negative,refund,positive
9216,US Airways,negative,love,positive
9216,US Airways,negative,sucks,negative
9219,US Airways,negative,awful,negative
9219,US Airways,negative,unacceptable,negative
9223,US Airways,positive,worries,negative
9225,US Airways,negative,weak,negative
9227,US Airways,negative,faster,positive
9229,US Airways,negative,mediocre,negative
9230,US Airways,negative,unacceptable,negative
9231,US Airways,negative,refund,positive
9231,US Airways,negative,refund,positive
9232,US Airways,negative,ridiculous,negative
9232,US Airways,negative,delays,negative
9234,US Airways,negative,crashes,negative
9235,US Airways,negative,bad,negative
9235,US Airways,negative,excuse,negative
9236,US Airways,negative,delayed,negative
9236,US Airways,negative,broken,negative
9239,US Airways,negative,delay,negative
9239,US Airways,negative,missed,negative
9239,US Airways,negative,wow,positive
9240,US Airways,negative,unusable,negative
9241,US Airways,positive,pigs,negative
9242,US Airways,negative,luck,positive
9243,US Airways,negative,delayed,negative
9244,US Airways,negative,nasty,negative
9244,US Airways,negative,shocked,negative
9246,US Airways,negative,bumped,negative
9247,US Airways,negative,delayed,negative
9247,US Airways,negative,lose,negative
9249,US Airways,negative,missed,negative
9249,US Airways,negative,concerned,negative
9250,US Airways,negative,difficult,negative
9251,US Airways,negative,lost,negative
9251,US Airways,negative,trouble,negative
9251,US Airways,negative,lost,negative
9254,US Airways,negative,suck,negative
9254,US Airways,negative,happy,positive
9259,US Airways,neutral,proper,positive
9259,US Airways,neutral,timely,positive
9260,US Airways,negative,patient,positive
9261,US Airways,negative,delayed,negative
9261,US Airways,negative,terrible,negative
9262,US Airways,negative,issues,negative
9263,US Airways,negative,nice,positive
9264,US Airways,negative,embarrassing,negative
9265,US Airways,negative,disappointed,negative
9266,US Airways,negative,helping,positive
9266,US Airways,negative,impossible,negative
9267,US Airways,negative,issue,negative
9269,US Airways,negative,issue,negative
9269,US Airways,negative,bad,negative
9270,US Airways,positive,issues,negative
9271,US Airways,negative,insane,negative
9271,US Airways,negative,trust,positive
9271,US Airways,negative,lost,negative
9272,US Airways,negative,benefits,positive
9275,US Airways,negative,rude,negative
9276,US Airways,neutral,free,positive
9276,US Airways,neutral,confused,negative
9278,US Airways,negative,delayed,negative
9281,US Airways,neutral,significant,positive
9281,US Airways,neutral,happy,positive
9283,US Airways,negative,benefits,positive
9283,US Airways,negative,embarrassing,negative
9285,US Airways,negative,disappointing,negative
9286,US Airways,negative,unacceptable,negative
9290,US Airways,negative,worth,positive
9290,US Airways,negative,hassle,negative
9290,US Airways,negative,delays,negative
9292,US Airways,negative,bumped,negative
9292,US Airways,negative,delayed,negative
9292,US Airways,negative,fail,negative
9294,US Airways,negative,delayed,negative
9295,US Airways,negative,horrible,negative
9297,US Airways,neutral,upgraded,positive
9298,US Airways,negative,wrong,negative
9299,US Airways,negative,embarrassing,negative
9299,US Airways,negative,complimentary,positive
9300,US Airways,negative,disappointed,negative
9300,US Airways,negative,lost,negative
9301,US Airways,neutral,downgrade,negative
9301,US Airways,neutral,losing,negative
9303,US Airways,negative,free,positive
9303,US Airways,negative,hang,negative
9304,US Airways,negative,bumped,negative
9305,US Airways,negative,sucks,negative
9307,US Airways,negative,impossible,negative
9312,US Airways,neutral,miss,negative
9313,US Airways,negative,joke,negative
9313,US Airways,negative,worse,negative
9314,US Airways,negative,fucking,negative
9314,US Airways,negative,hung,negative
9316,US Airways,negative,lie,negative
9318,US Airways,negative,hangs,negative
9319,US Airways,negative,lack,negative
9319,US Airways,negative,lost,negative
9320,US Airways,negative,issues,negative
9321,US Airways,negative,love,positive
9322,US Airways,negative,patience,positive
9324,US Airways,negative,hung,negative
9326,US Airways,positive,issue,negative
9331,US Airways,negative,unpleasant,negative
9331,US Airways,negative,insane,negative
9333,US Airways,negative,awesome,positive
9335,US Airways,negative,helping,positive
9335,US Airways,negative,horrible,negative
9336,US Airways,negative,delayed,negative
9336,US Airways,negative,miss,negative
9337,US Airways,positive,kudos,positive
9338,US Airways,negative,awful,negative
9339,US Airways,negative,flexible,positive
9340,US Airways,negative,pain,negative
9341,US Airways,positive,delays,negative
9342,US Airways,negative,ridiculous,negative
9343,US Airways,negative,worthless,negative
9343,US Airways,negative,dissatisfied,negative
9344,US Airways,negative,honest,positive
9345,US Airways,neutral,downgrade,negative
9349,US Airways,negative,exhaustion,negative
9350,US Airways,negative,shock,negative
9351,US Airways,negative,unsafe,negative
9351,US Airways,negative,angry,negative
9353,US Airways,neutral,benefit,positive
9353,US Airways,neutral,doubt,negative
9353,US Airways,neutral,misunderstood,negative
9356,US Airways,negative,unreasonable,negative
9356,US Airways,negative,excuse,negative
9357,US Airways,negative,humiliating,negative
9359,US Airways,negative,upset,negative
9360,US Airways,negative,perfect,positive
9362,US Airways,neutral,hang,negative
9362,US Airways,neutral,soft,positive
9364,US Airways,negative,disrespectful,negative
9365,US Airways,negative,disrespect,negative
9365,US Airways,negative,issue,negative
9367,US Airways,negative,rage,negative
9367,US Airways,negative,hate,negative
9372,US Airways,negative,lousy,negative
9373,US Airways,negative,idiots,negative
9374,US Airways,negative,lied,negative
9377,US Airways,negative,bad,negative
9379,US Airways,positive,delayed,negative
9382,US Airways,negative,delay,negative
9382,US Airways,negative,easy,positive
9382,US Airways,negative,fail,negative
9383,US Airways,negative,shameful,negative
9386,US Airways,negative,failure,negative
9386,US Airways,negative,inaccurate,negative
9387,US Airways,negative,funny,negative
9387,US Airways,negative,worst,negative
9388,US Airways,negative,bs,negative
9390,US Airways,negative,unfortunate,negative
9390,US Airways,negative,discrimination,negative
9391,US Airways,negative,slowest,negative
9392,US Airways,negative,blame,negative
9394,US Airways,negative,delays,negative
9395,US Airways,positive,helping,positive
9396,US Airways,positive,relief,positive
9402,US Airways,negative,lost,negative
9404,US Airways,negative,deteriorating,negative
9404,US Airways,negative,unhelpful,negative
9404,US Airways,negative,assurances,positive
9406,US Airways,negative,weary,negative
9406,US Airways,negative,jealous,negative
9408,US Airways,negative,wrong,negative
9408,US Airways,negative,issues,negative
9410,US Airways,negative,delayed,negative
9410,US Airways,negative,hung,negative
9411,US Airways,negative,applaud,positive
9417,US Airways,negative,lost,negative
9418,US Airways,negative,concern,negative
9419,US Airways,negative,issues,negative
9419,US Airways,negative,strange,negative
9420,US Airways,negative,worst,negative
9421,US Airways,negative,rude,negative
9422,US Airways,negative,issues,negative
9422,US Airways,negative,strange,negative
9423,US Airways,negative,delayed,negative
9423,US Airways,negative,missed,negative
9423,US Airways,negative,stuck,negative
9424,US Airways,neutral,issues,negative
9424,US Airways,neutral,fine,positive
9425,US Airways,negative,compassion,positive
9426,US Airways,negative,upgraded,positive
9429,US Airways,negative,miss,negative
9429,US Airways,negative,delay,negative
9430,US Airways,negative,complaint,negative
9434,US Airways,negative,elite,positive
9435,US Airways,negative,lost,negative
9436,US Airways,negative,delayed,negative
9438,US Airways,negative,hung,negative
9440,US Airways,negative,squeaks,negative
9441,US Airways,negative,happily,positive
9441,US Airways,negative,irritated,negative
9442,US Airways,negative,issue,negative
9444,US Airways,negative,yay,positive
9444,US Airways,negative,bump,negative
9445,US Airways,negative,delayed,negative
9446,US Airways,negative,worst,negative
9446,US Airways,negative,issues,negative
9446,US Airways,negative,stuck,negative
9447,US Airways,negative,disappointing,negative
9447,US Airways,negative,joke,negative
9448,US Airways,negative,rude,negative
9452,US Airways,negative,fun,positive
9452,US Airways,negative,top,positive
9453,US Airways,negative,delayed,negative
9453,US Airways,negative,miss,negative
9454,US Airways,positive,wow,positive
9454,US Airways,positive,unbelievable,negative
9456,US Airways,negative,worry,negative
9457,US Airways,negative,nice,positive
9458,US Airways,negative,horrible,negative
9458,US Airways,negative,wrong,negative
9458,US Airways,negative,lack,negative
9459,US Airways,neutral,award,positive
9460,US Airways,negative,horrible,negative
9461,US Airways,negative,frustrated,negative
9461,US Airways,negative,lost,negative
9462,US Airways,positive,super,positive
9462,US Airways,positive,helpful,positive
9463,US Airways,negative,properly,positive
9465,US Airways,negative,delayed,negative
9468,US Airways,negative,award,positive
9470,US Airways,negative,refund,positive
9470,US Airways,negative,hang,negative
9473,US Airways,positive,kudos,positive
9474,US Airways,negative,wow,positive
9475,US Airways,negative,hang,negative
9476,US Airways,negative,issue,negative
9477,US Airways,negative,insane,negative
9479,US Airways,negative,worst,negative
9479,US Airways,negative,rude,negative
9479,US Airways,negative,delays,negative
9479,US Airways,negative,lack,negative
9479,US Airways,negative,wasting,negative
9483,US Airways,negative,delayed,negative
9483,US Airways,negative,missed,negative
9484,US Airways,negative,twist,negative
9484,US Airways,negative,plot,negative
9484,US Airways,negative,stressful,negative
9486,US Airways,neutral,issues,negative
9492,US Airways,negative,frustrating,negative
9493,US Airways,negative,unable,negative
9496,US Airways,negative,free,positive
9497,US Airways,negative,excuses,negative
9499,US Airways,negative,dead,negative
9499,US Airways,negative,failed,negative
9499,US Airways,negative,lost,negative
9500,US Airways,negative,respect,positive
9507,US Airways,negative,worst,negative
9510,US Airways,negative,premier,positive
9510,US Airways,negative,missed,negative
9511,US Airways,negative,hard,negative
9513,US Airways,positive,delight,positive
9513,US Airways,positive,pleasant,positive
9514,US Airways,negative,struggling,negative
9519,US Airways,negative,bad,negative
9520,US Airways,negative,denied,negative
9521,US Airways,negative,awful,negative
9525,US Airways,positive,easy,positive
9526,US Airways,negative,worst,negative
9526,US Airways,negative,horrible,negative
9527,US Airways,negative,miss,negative
9528,US Airways,negative,love,positive
9528,US Airways,negative,lost,negative
9528,US Airways,negative,appreciated,positive
9529,US Airways,negative,lost,negative
9531,US Airways,negative,nice,positive
9533,US Airways,negative,horrible,negative
9533,US Airways,negative,hung,negative
9537,US Airways,negative,doubt,negative
9538,US Airways,negative,dead,negative
9538,US Airways,negative,delayed,negative
9538,US Airways,negative,lost,negative
9538,US Airways,negative,delayed,negative
9542,US Airways,negative,happy,positive
9543,US Airways,negative,strike,negative
9543,US Airways,negative,suck,negative
9544,US Airways,negative,respect,positive
9547,US Airways,negative,delay,negative
9547,US Airways,negative,bad,negative
9547,US Airways,negative,worse,negative
9547,US Airways,negative,foolish,negative
9547,US Airways,negative,crap,negative
9548,US Airways,negative,approve,positive
9552,US Airways,negative,bumped,negative
9553,US Airways,negative,delayed,negative
9553,US Airways,negative,crash,negative
9557,US Airways,negative,redeem,positive
9557,US Airways,negative,hard,negative
9562,US Airways,positive,thankful,positive
9562,US Airways,positive,sick,negative
9562,US Airways,positive,lost,negative
9563,US Airways,negative,delayed,negative
9563,US Airways,negative,delayed,negative
9563,US Airways,negative,fast,positive
9564,US Airways,negative,frustrated,negative
9565,US Airways,negative,shame,negative
9566,US Airways,neutral,issues,negative
9567,US Airways,negative,unacceptable,negative
9569,US Airways,negative,nightmare,negative
9570,US Airways,negative,poorly,negative
9571,US Airways,negative,burned,negative
9571,US Airways,negative,issue,negative
9572,US Airways,negative,nasty,negative
9572,US Airways,negative,contagious,negative
9572,US Airways,negative,virus,negative
9574,US Airways,negative,failed,negative
9575,US Airways,negative,unacceptable,negative
9577,US Airways,negative,appalled,negative
9577,US Airways,negative,messed,negative
9577,US Airways,negative,sick,negative
9581,US Airways,negative,delayed,negative
9582,US Airways,negative,bashing,negative
9585,US Airways,negative,unproductive,negative
9585,US Airways,negative,mess,negative
9588,US Airways,positive,kudos,positive
9590,US Airways,negative,denied,negative
9591,US Airways,negative,mistake,negative
9591,US Airways,negative,awful,negative
9592,US Airways,negative,crashing,negative
9593,US Airways,negative,rude,negative
9593,US Airways,negative,helpful,positive
9594,US Airways,negative,nightmare,negative
9594,US Airways,negative,delayed,negative
9594,US Airways,negative,delays,negative
9595,US Airways,positive,bonus,positive
9595,US Airways,positive,excellent,positive
9596,US Airways,negative,excuses,negative
9598,US Airways,negative,stuck,negative
9598,US Airways,negative,stole,negative
9601,US Airways,negative,pamper,positive
9603,US Airways,negative,suck,negative
9603,US Airways,negative,savings,positive
9605,US Airways,negative,refund,positive
9608,US Airways,negative,lazy,negative
9609,US Airways,neutral,refund,positive
9610,US Airways,negative,ridiculous,negative
9613,US Airways,negative,horrible,negative
9616,US Airways,negative,elite,positive
9618,US Airways,negative,top,positive
9618,US Airways,negative,wrong,negative
9620,US Airways,negative,understandable,positive
9620,US Airways,negative,worse,negative
9620,US Airways,negative,helping,positive
9622,US Airways,negative,goodwill,positive
9623,US Airways,negative,wow,positive
9623,US Airways,negative,awful,negative
9626,US Airways,positive,amazing,positive
9627,US Airways,negative,delayed,negative
9627,US Airways,negative,miss,negative
9630,US Airways,positive,happy,positive
9630,US Airways,positive,wonderful,positive
9631,US Airways,negative,mess,negative
9632,US Airways,negative,joke,negative
9634,US Airways,negative,worth,positive
9636,US Airways,negative,miserable,negative
9636,US Airways,negative,loss,negative
9636,US Airways,negative,delays,negative
9636,US Airways,negative,inevitable,negative
9638,US Airways,negative,love,positive
9639,US Airways,negative,recommend,positive
9640,US Airways,negative,peeled,negative
9641,US Airways,negative,delayed,negative
9644,US Airways,negative,trivialize,negative
9644,US Airways,negative,joke,negative
9644,US Airways,negative,slow,negative
9644,US Airways,negative,slow,negative
9646,US Airways,negative,hell,negative
9648,US Airways,negative,nice,positive
9648,US Airways,negative,properly,positive
9650,US Airways,negative,joke,negative
9653,US Airways,negative,boycott,negative
9655,US Airways,negative,mundane,negative
9655,US Airways,negative,refuse,negative
9656,US Airways,negative,worst,negative
9656,US Airways,negative,terrible,negative
9658,US Airways,neutral,progress,positive
9658,US Airways,neutral,luck,positive
9659,US Airways,positive,fine,positive
9659,US Airways,positive,likes,positive
9660,US Airways,negative,worst,negative
9661,US Airways,negative,lazy,negative
9661,US Airways,negative,inconsiderate,negative
9662,US Airways,negative,pride,positive
9662,US Airways,negative,concerns,negative
9663,US Airways,negative,horrible,negative
9664,US Airways,negative,missed,negative
9665,US Airways,negative,hung,negative
9667,US Airways,negative,lost,negative
9667,US Airways,negative,promise,positive
9667,US Airways,negative,excellent,positive
9668,US Airways,negative,failed,negative
9669,US Airways,negative,terrible,negative
9672,US Airways,negative,incorrect,negative
9672,US Airways,negative,correctly,positive
9674,US Airways,negative,horrendous,negative
9674,US Airways,negative,lack,negative
9675,US Airways,negative,ugh,negative
9677,US Airways,negative,worst,negative
9678,US Airways,negative,denied,negative
9678,US Airways,negative,delayed,negative
9678,US Airways,negative,lost,negative
9681,US Airways,negative,ridiculous,negative
9682,US Airways,negative,worst,negative
9685,US Airways,negative,worst,negative
9688,US Airways,negative,worst,negative
9688,US Airways,negative,failed,negative
9692,US Airways,neutral,recover,positive
9693,US Airways,negative,enjoyed,positive
9693,US Airways,negative,horrible,negative
9695,US Airways,negative,terrible,negative
9695,US Airways,negative,delays,negative
9695,US Airways,negative,delayed,negative
9695,US Airways,negative,delayed,negative
9696,US Airways,negative,rude,negative
9696,US Airways,negative,unreliable,negative
9696,US Airways,negative,horrible,negative
9696,US Airways,negative,rude,negative
9696,US Airways,negative,unreliable,negative
9696,US Airways,negative,horrible,negative
9698,US Airways,negative,delayed,negative
9699,US Airways,negative,tired,negative
9699,US Airways,negative,stellar,positive
9700,US Airways,negative,debacle,negative
9701,US Airways,negative,weak,negative
9702,US Airways,negative,issue,negative
9702,US Airways,negative,improve,positive
9702,US Airways,negative,lose,negative
9705,US Airways,negative,worst,negative
9707,US Airways,negative,delayed,negative
9708,US Airways,negative,proving,positive
9708,US Airways,negative,difficult,negative
9708,US Airways,negative,friendly,positive
9709,US Airways,negative,dissapointed,negative
9709,US Airways,negative,delayed,negative
9709,US Airways,negative,miss,negative
9710,US Airways,negative,screwed,negative
9711,US Airways,negative,nightmare,negative
9711,US Airways,negative,stuck,negative
9713,US Airways,negative,errors,negative
9713,US Airways,negative,broken,negative
9713,US Airways,negative,fail,negative
9715,US Airways,positive,loyal,positive
9717,US Airways,negative,delays,negative
9718,US Airways,negative,lost,negative
9719,US Airways,negative,helpful,positive
9721,US Airways,negative,ruining,negative
9721,US Airways,negative,worry,negative
9724,US Airways,negative,idiots,negative
9725,US Airways,negative,missed,negative
9725,US Airways,negative,rude,negative
9726,US Airways,negative,delayed,negative
9727,US Airways,negative,nice,positive
9729,US Airways,negative,lost,negative
9729,US Airways,negative,lost,negative
9730,US Airways,neutral,split,negative
9737,US Airways,negative,correctly,positive
9739,US Airways,negative,hell,negative
9739,US Airways,negative,inept,negative
9739,US Airways,negative,uncaring,negative
9740,US Airways,negative,worst,negative
9740,US Airways,negative,annoyed,negative
9740,US Airways,negative,incompetence,negative
9743,US Airways,negative,reward,positive
9745,US Airways,negative,delay,negative
9746,US Airways,negative,terrible,negative
9746,US Airways,negative,messed,negative
9748,US Airways,negative,awful,negative
9748,US Airways,negative,promises,positive
9749,US Airways,negative,issues,negative
9750,US Airways,negative,missed,negative
9750,US Airways,negative,issue,negative
9751,US Airways,negative,stupidity,negative
9751,US Airways,negative,mess,negative
9752,US Airways,negative,complaints,negative
9752,US Airways,negative,worst,negative
9753,US Airways,negative,delayed,negative
9754,US Airways,negative,mess,negative
9755,US Airways,negative,issues,negative
9755,US Airways,negative,miss,negative
9755,US Airways,negative,upset,negative
9756,US Airways,positive,wonderful,positive
9756,US Airways,positive,suck,negative
9758,US Airways,negative,hostage,negative
9759,US Airways,positive,issues,negative
9759,US Airways,positive,exceptional,positive
9763,US Airways,negative,worst,negative
9764,US Airways,positive,inclement,negative
9765,US Airways,negative,rude,negative
9765,US Airways,negative,nice,positive
9768,US Airways,negative,delayed,negative
9775,US Airways,negative,top,positive
9775,US Airways,negative,missed,negative
9775,US Airways,negative,abysmal,negative
9776,US Airways,positive,easy,positive
9777,US Airways,negative,drunk,negative
9778,US Airways,negative,abysmal,negative
9778,US Airways,negative,missed,negative
9778,US Airways,negative,abysmal,negative
9779,US Airways,negative,worst,negative
9782,US Airways,negative,nice,positive
9784,US Airways,negative,issues,negative
9786,US Airways,negative,wrong,negative
9789,US Airways,negative,issue,negative
9790,US Airways,negative,fail,negative
9792,US Airways,negative,rant,negative
9792,US Airways,negative,top,positive
9792,US Airways,negative,delayed,negative
9792,US Airways,negative,bad,negative
9793,US Airways,negative,delays,negative
9795,US Airways,negative,delay,negative
9795,US Airways,negative,issues,negative
9795,US Airways,negative,ridiculous,negative
9795,US Airways,negative,delayed,negative
9796,US Airways,positive,wonderful,positive
9799,US Airways,negative,incompetent,negative
9800,US Airways,negative,plague,negative
9800,US Airways,negative,glad,positive
9800,US Airways,negative,dumb,negative
9801,US Airways,negative,tired,negative
9802,US Airways,positive,easy,positive
9802,US Airways,positive,hassle,negative
9802,US Airways,positive,free,positive
9802,US Airways,positive,friendly,positive
9802,US Airways,positive,easy,positive
9803,US Airways,negative,smarter,positive
9803,US Airways,negative,crashing,negative
9804,US Airways,negative,lies,negative
9805,US Airways,negative,wrong,negative
9805,US Airways,negative,inability,negative
9805,US Airways,negative,bs,negative
9806,US Airways,negative,worst,negative
9809,US Airways,neutral,confused,negative
9810,US Airways,negative,suck,negative
9811,US Airways,negative,delay,negative
9811,US Airways,negative,fail,negative
9815,US Airways,negative,delays,negative
9815,US Airways,negative,delay,negative
9816,US Airways,negative,stuck,negative
9816,US Airways,negative,sucks,negative
9817,US Airways,negative,ridiculous,negative
9818,US Airways,negative,hung,negative
9819,US Airways,negative,delay,negative
9819,US Airways,negative,fiasco,negative
9819,US Airways,negative,insult,negative
9819,US Airways,negative,worse,negative
9819,US Airways,negative,bad,negative
9821,US Airways,negative,broken,negative
9824,US Airways,negative,support,positive
9824,US Airways,negative,hostage,negative
9825,US Airways,negative,stuck,negative
9826,US Airways,negative,sucks,negative
9826,US Airways,negative,delayed,negative
9826,US Airways,negative,delayed,negative
9833,US Airways,negative,suck,negative
9835,US Airways,negative,hostage,negative
9835,US Airways,negative,crash,negative
9835,US Airways,negative,friendly,positive
9837,US Airways,negative,failure,negative
9838,US Airways,negative,hate,negative
9840,US Airways,negative,delay,negative
9840,US Airways,negative,crash,negative
9840,US Airways,negative,rumors,negative
9841,US Airways,negative,stuck,negative
9841,US Airways,negative,broken,negative
9845,US Airways,negative,delay,negative
9846,US Airways,negative,worst,negative
9849,US Airways,negative,delayed,negative
9850,US Airways,negative,lost,negative
9850,US Airways,negative,sucks,negative
9851,US Airways,negative,unhappy,negative
9852,US Airways,negative,broke,negative
9852,US Airways,negative,stole,negative
9852,US Airways,negative,trash,negative
9853,US Airways,negative,crappy,negative
9853,US Airways,negative,improves,positive
9854,US Airways,negative,poorly,negative
9856,US Airways,negative,lost,negative
9858,US Airways,negative,awful,negative
9859,US Airways,negative,bad,negative
9860,US Airways,negative,crappy,negative
9860,US Airways,negative,delays,negative
9860,US Airways,negative,rude,negative
9860,US Airways,negative,happy,positive
9860,US Airways,negative,ruined,negative
9862,US Airways,positive,amazing,positive
9865,US Airways,negative,delay,negative
9868,US Airways,negative,stuck,negative
9868,US Airways,negative,crashed,negative
